"Freq [GHz]","dB(S(1,1)) []"
4.3,-6.5207368066258
4.31111111111111,-6.582547539888
4.32222222222222,-6.64635654186248
4.33333333333333,-6.71218604206927
4.34444444444444,-6.78005634483236
4.35555555555556,-6.84998545252439
4.36666666666667,-6.9219886428471
4.37777777777778,-6.99607799569688
4.38888888888889,-7.07226186492362
4.4,-7.15054429009051
4.41111111111111,-7.23092434319765
4.42222222222222,-7.31339540526846
4.43333333333333,-7.39794436774537
4.44444444444444,-7.48455075383446
4.45555555555556,-7.57318575532509
4.46666666666667,-7.66381118104054
4.47777777777778,-7.75637831401688
4.48888888888889,-7.85082667582994
4.5,-7.94708269828448
4.51111111111111,-8.04505830503886
4.52222222222222,-8.14464940877059
4.53333333333333,-8.24573433330549
4.54444444444444,-8.34817217484849
4.55555555555556,-8.45180112217753
4.56666666666667,-8.556436762479
4.57777777777778,-8.66187040747348
4.58888888888889,-8.76786748360144
4.6,-8.87416604022882
4.61111111111111,-8.98047544089903
4.62222222222222,-9.08647531425196
4.63333333333333,-9.19181485281895
4.64444444444444,-9.2961125587248
4.65555555555556,-9.39895654436962
4.66666666666667,-9.49990550214879
4.67777777777778,-9.59849045868329
4.68888888888889,-9.69421742417682
4.7,-9.78657103464254
4.71111111111111,-9.87501926222384
4.72222222222222,-9.95901923543465
4.73333333333333,-10.0380241663141
4.74444444444444,-10.1114913257102
4.75555555555556,-10.1788909429937
4.76666666666667,-10.2397158358258
4.77777777777778,-10.2934915041221
4.78888888888889,-10.3397863564003
4.8,-10.3782216834782
4.81111111111111,-10.4084809612343
4.82222222222222,-10.4303180571608
4.83333333333333,-10.4435639389222
4.84444444444444,-10.4481315383087
4.85555555555556,-10.4440185084402
4.86666666666667,-10.4313077198062
4.87777777777778,-10.4101654626093
4.88888888888889,-10.380837447877
4.9,-10.3436428164317
4.91111111111111,-10.2989664627486
4.92222222222222,-10.2472500521611
4.93333333333333,-10.1889821504071
4.94444444444444,-10.1246878934435
4.95555555555556,-10.0549186054772
4.96666666666667,-9.98024172957654
4.97777777777778,-9.90123137490064
4.98888888888889,-9.81845971486889
5,-9.73248939839017
5.01111111111111,-9.64386706733388
5.02222222222222,-9.55311801200952
5.03333333333333,-9.46074194517703
5.04444444444444,-9.36720983521343
5.05555555555556,-9.27296171048852
5.06666666666667,-9.17840532885047
5.07777777777778,-9.08391559694353
5.08888888888889,-8.98983462216553
5.1,-8.89647228367739
5.11111111111111,-8.8041072163736
5.12222222222222,-8.71298811169704
5.13333333333333,-8.62333525047417
5.14444444444444,-8.53534219465862
5.15555555555556,-8.44917757634403
5.16666666666667,-8.36498693319487
5.17777777777778,-8.28289454926689
5.18888888888889,-8.20300526890714
5.2,-8.12540625898972
5.21111111111111,-8.05016870118517
5.22222222222222,-7.97734940134495
5.23333333333333,-7.90699230750853
5.24444444444444,-7.8391299316146
5.25555555555556,-7.77378467283355
5.26666666666667,-7.71097004264439
5.27777777777778,-7.65069179345535
5.28888888888889,-7.59294895380526
5.3,-7.53773477406196
5.31111111111111,-7.48503758712491
5.32222222222222,-7.43484158899882
5.33333333333333,-7.38712754428534
5.34444444444444,-7.34187342168048
5.35555555555556,-7.29905496449952
5.36666666666667,-7.25864620110942
5.37777777777778,-7.22061989994844
5.38888888888889,-7.18494797357551
5.4,-7.15160183593005
5.41111111111111,-7.12055271670725
5.42222222222222,-7.09177193647222
5.43333333333333,-7.06523114585685
5.44444444444444,-7.04090253190872
5.45555555555556,-7.01875899439576
5.46666666666667,-6.99877429461772
5.47777777777778,-6.98092317903356
5.48888888888889,-6.96518147978973
5.5,-6.95152619402233
5.51111111111111,-6.94175095057682
5.52222222222222,-6.93383526226195
5.53333333333333,-6.9276807455856
5.54444444444444,-6.92319441487087
5.55555555555556,-6.9202892085376
5.56666666666667,-6.91888440486425
5.57777777777778,-6.91890593228415
5.58888888888889,-6.92028658023133
5.6,-6.92296611720063
5.61111111111111,-6.92689132306356
5.62222222222222,-6.93201594282738
5.63333333333333,-6.93830056898237
5.64444444444444,-6.94571245939291
5.65555555555556,-6.95422529739062
5.66666666666667,-6.96381890035742
5.67777777777778,-6.97447888267457
5.68888888888889,-6.98619627848668
5.7,-6.99896712931004
5.71111111111111,-7.01279204112017
5.72222222222222,-7.02767571519786
5.73333333333333,-7.04362645670615
5.74444444444444,-7.06065566471919
5.75555555555556,-7.07877730723092
5.76666666666667,-7.09800738453722
5.77777777777778,-7.11836338430829
5.78888888888889,-7.13986373164299
5.8,-7.1625272374192
5.81111111111111,-7.18637254831485
5.82222222222222,-7.21141760196495
5.83333333333333,-7.23767909083016
5.84444444444444,-7.26517193847223
5.85555555555556,-7.29390879204849
5.86666666666667,-7.3238995349419
5.87777777777778,-7.35515082352242
5.88888888888889,-7.38766565208032
5.9,-7.42144294997223
5.91111111111111,-7.45647721496835
5.92222222222222,-7.49275818667709
5.93333333333333,-7.5302705637468
5.94444444444444,-7.5689937682998
5.95555555555556,-7.60890176074036
5.96666666666667,-7.64996290769771
5.97777777777778,-7.69213990541946
5.98888888888889,-7.73538976042641
6,-7.77966382868361
